id,source,department,course,level,question,answer,explanation,prerequisites,learning_outcomes,instructor,semester,year,enrollment,timestamp
mit_16,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,413,2024-01-21 13:35:47.205808
mit_17,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2023,342,2024-01-03 13:35:47.205820
mit_18,mit_opencourseware,physics,General Course,graduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,124,2025-09-23 13:35:47.205830
mit_19,mit_opencourseware,mathematics,Probability Theory,undergraduate,What is the probability of getting 2 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,479,2025-09-14 13:35:47.205841
mit_20,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the QuickSort algorithm.,This algorithm sorts efficiently.,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2023,249,2025-03-18 13:35:47.205855
mit_21,mit_opencourseware,computer-science,Database Systems,undergraduate,What is overfitting in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,430,2025-03-04 13:35:47.205869
mit_22,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,200,2024-08-14 13:35:47.205881
mit_23,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2019,269,2025-02-04 13:35:47.205894
mit_24,mit_opencourseware,computer-science,Machine Learning,undergraduate,Explain the difference between classification and regression.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,70,2025-06-12 13:35:47.205906
mit_25,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is overfitting in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,319,2025-04-05 13:35:47.205919
mit_26,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2019,228,2025-04-04 13:35:47.205932
mit_27,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2023,321,2024-07-18 13:35:47.205942
mit_28,mit_opencourseware,mathematics,Probability Theory,undergraduate,What is the probability of getting 4 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,399,2024-12-23 13:35:47.205954
mit_29,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2023,470,2024-10-29 13:35:47.205965
mit_30,mit_opencourseware,physics,General Course,graduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2023,92,2025-08-10 13:35:47.205976
mit_31,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2022,477,2025-08-02 13:35:47.205992
mit_32,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2022,417,2024-12-12 13:35:47.206008
mit_33,mit_opencourseware,mathematics,Linear Algebra,undergraduate,"Find the eigenvalues of the matrix [[1, 2], [3, 5]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2021,258,2024-10-15 13:35:47.206023
mit_34,mit_opencourseware,physics,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2019,323,2025-11-10 13:35:47.206036
mit_35,mit_opencourseware,mathematics,Linear Algebra,undergraduate,"Find the eigenvalues of the matrix [[3, 5], [1, 3]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,441,2024-08-25 13:35:47.206051
mit_36,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2023,162,2025-06-30 13:35:47.206061
mit_37,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2019,333,2024-04-27 13:35:47.206072
mit_38,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2021,157,2024-11-29 13:35:47.206083
mit_39,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2020,163,2024-02-24 13:35:47.206094
mit_40,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the Dijkstra algorithm.,This algorithm searches in O(log n).,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,87,2025-01-23 13:35:47.206109
mit_41,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[2, 5], [4, 3]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,101,2025-01-29 13:35:47.206125
mit_42,mit_opencourseware,mathematics,Probability Theory,undergraduate,What is the probability of getting 4 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2023,387,2025-01-07 13:35:47.206134
mit_43,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2021,176,2025-04-04 13:35:47.206144
mit_44,mit_opencourseware,physics,General Course,graduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,278,2024-11-14 13:35:47.206154
mit_45,mit_opencourseware,computer-science,Introduction to Algorithms,graduate,Describe the Dijkstra algorithm.,This algorithm searches in O(log n).,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,325,2025-04-29 13:35:47.206167
mit_46,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the Dijkstra algorithm.,This algorithm searches in O(log n).,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,158,2025-10-10 13:35:47.206179
mit_47,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2020,287,2024-06-21 13:35:47.206191
mit_48,mit_opencourseware,mathematics,Probability Theory,graduate,What is the probability of getting 5 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2023,400,2025-05-31 13:35:47.206202
mit_49,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2021,70,2025-04-06 13:35:47.206214
mit_50,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,392,2025-04-19 13:35:47.206224
mit_51,mit_opencourseware,computer-science,Database Systems,graduate,What is overfitting in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2019,410,2024-06-01 13:35:47.206238
mit_52,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2023,178,2024-10-27 13:35:47.206251
mit_53,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2023,53,2024-06-21 13:35:47.206265
mit_54,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,126,2025-05-09 13:35:47.206276
mit_55,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,465,2024-12-13 13:35:47.206289
mit_56,mit_opencourseware,mathematics,Differential Equations,graduate,What is the probability of getting 4 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2022,61,2025-03-12 13:35:47.206300
mit_57,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫2x^3 dx,The integral is 2.5x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2020,182,2025-05-16 13:35:47.206318
mit_58,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,279,2024-03-05 13:35:47.206330
mit_59,mit_opencourseware,physics,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2023,470,2025-05-14 13:35:47.206340
mit_60,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is overfitting in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,247,2025-07-04 13:35:47.206352
mit_61,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫5x^3 dx,The integral is 2.0x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,364,2024-03-12 13:35:47.206370
mit_62,mit_opencourseware,mathematics,Linear Algebra,undergraduate,"Find the eigenvalues of the matrix [[4, 2], [5, 5]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,265,2024-11-02 13:35:47.206385
mit_63,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫4x^2 dx,The integral is 0.75x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,180,2024-07-16 13:35:47.206402
mit_64,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2020,52,2023-11-21 13:35:47.206412
mit_65,mit_opencourseware,mathematics,Linear Algebra,undergraduate,"Find the eigenvalues of the matrix [[4, 2], [3, 4]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,268,2024-01-19 13:35:47.206428
mit_66,mit_opencourseware,computer-science,Database Systems,graduate,What is cross-validation in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,261,2024-04-30 13:35:47.206440
mit_67,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2021,345,2024-11-29 13:35:47.206453
mit_68,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2020,101,2025-04-11 13:35:47.206465
mit_69,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,375,2025-11-11 13:35:47.206476
mit_70,mit_opencourseware,mathematics,Differential Equations,undergraduate,What is the probability of getting 5 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,184,2025-04-03 13:35:47.206487
mit_71,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the Binary Search algorithm.,This algorithm sorts efficiently.,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2023,79,2025-05-21 13:35:47.206500
mit_72,mit_opencourseware,physics,General Course,graduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,451,2024-03-13 13:35:47.206512
mit_73,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,130,2025-08-20 13:35:47.206525
mit_74,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is cross-validation in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2023,57,2023-11-27 13:35:47.206538
mit_75,mit_opencourseware,mathematics,Probability Theory,undergraduate,What is the probability of getting 6 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,165,2024-03-06 13:35:47.206549
mit_76,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,258,2024-06-16 13:35:47.206559
mit_77,mit_opencourseware,mathematics,Probability Theory,undergraduate,What is the probability of getting 3 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2023,466,2024-04-07 13:35:47.206572
mit_78,mit_opencourseware,computer-science,Database Systems,graduate,What is cross-validation in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2022,398,2024-08-02 13:35:47.206584
