id,source,subject,topic,difficulty,question,answer,explanation,learning_objectives,tags,timestamp,rating,views
ka_29,khan_academy,math,geometry,beginner,What is the area of a rectangle with base of 16?,The area is 256 square units.,"The area formula depends on the shape. For rectangles, it's length × width.","['Understand geometry', 'Apply concepts', 'Problem solving']","['math', 'geometry', 'beginner']",2025-07-30 13:35:08.629306,4.8,1060
ka_30,khan_academy,science,general,intermediate,Explain the concept of photosynthesis.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['science', 'geometry', 'intermediate']",2025-07-04 13:35:08.629312,4.9,7554
ka_31,khan_academy,computing,web-development,intermediate,What data structure would be best for implementing a queue?,linked list,The choice depends on the required operations and efficiency.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['computing', 'web-development', 'intermediate']",2025-06-18 13:35:08.629317,3.8,1058
ka_32,khan_academy,math,calculus,advanced,Find the derivative of f(x) = 1x^2,f'(x) = 15x^3,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'advanced']",2025-02-18 13:35:08.629325,3.7,8420
ka_33,khan_academy,math,algebra,beginner,Solve for x: 10x + 2 = 41,x = 6.142857142857143,"To solve this equation, isolate x by subtracting the constant term and dividing by the coefficient.","['Understand algebra', 'Apply concepts', 'Problem solving']","['math', 'algebra', 'beginner']",2025-09-16 13:35:08.629335,4.9,9433
ka_34,khan_academy,science,general,advanced,Explain the concept of photosynthesis.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand algebra', 'Apply concepts', 'Problem solving']","['science', 'algebra', 'advanced']",2025-04-16 13:35:08.629340,4.5,9360
ka_35,khan_academy,computing,algorithms,intermediate,What is the time complexity of merge sort?,O(n log n),Time complexity describes how the runtime grows with input size.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['computing', 'algorithms', 'intermediate']",2025-06-09 13:35:08.629346,3.9,6584
ka_36,khan_academy,science,general,advanced,Explain the concept of democracy.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['science', 'algorithms', 'advanced']",2025-06-08 13:35:08.629350,4.9,1288
ka_37,khan_academy,math,algebra,intermediate,Solve for x: 2x + 9 = 26,x = 10.333333333333334,"To solve this equation, isolate x by subtracting the constant term and dividing by the coefficient.","['Understand algebra', 'Apply concepts', 'Problem solving']","['math', 'algebra', 'intermediate']",2025-05-22 13:35:08.629359,4.8,4102
ka_38,khan_academy,computing,algorithms,intermediate,What is the time complexity of binary search?,O(n log n),Time complexity describes how the runtime grows with input size.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['computing', 'algorithms', 'intermediate']",2024-11-21 13:35:08.629364,4.0,8766
ka_39,khan_academy,math,calculus,advanced,Find the derivative of f(x) = 1x^2,f'(x) = 6x^1,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'advanced']",2025-02-06 13:35:08.629372,3.7,4716
ka_40,khan_academy,science,general,advanced,Explain the concept of democracy.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['science', 'calculus', 'advanced']",2024-11-30 13:35:08.629377,4.5,4425
ka_41,khan_academy,arts-humanities,general,intermediate,Explain the concept of photosynthesis.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['arts-humanities', 'calculus', 'intermediate']",2024-12-27 13:35:08.629382,4.1,4633
ka_42,khan_academy,math,calculus,beginner,Find the derivative of f(x) = 2x^4,f'(x) = 6x^3,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'beginner']",2025-04-04 13:35:08.629389,4.3,7107
ka_43,khan_academy,math,algebra,beginner,Solve for x: 3x + 9 = 21,x = 4.0,"To solve this equation, isolate x by subtracting the constant term and dividing by the coefficient.","['Understand algebra', 'Apply concepts', 'Problem solving']","['math', 'algebra', 'beginner']",2025-02-07 13:35:08.629396,3.7,2188
ka_44,khan_academy,math,calculus,intermediate,Find the derivative of f(x) = 1x^3,f'(x) = 8x^1,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'intermediate']",2024-12-10 13:35:08.629404,3.7,9273
ka_45,khan_academy,arts-humanities,general,advanced,Explain the concept of gravity.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['arts-humanities', 'calculus', 'advanced']",2025-08-25 13:35:08.629409,5.0,3000
ka_46,khan_academy,arts-humanities,general,beginner,Explain the concept of gravity.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['arts-humanities', 'calculus', 'beginner']",2025-04-20 13:35:08.629414,4.7,4165
ka_47,khan_academy,computing,programming,beginner,What is the output of this Python code: x = 7; y = 1; print(x + y)?,The output is 17.,The code adds two numbers and prints the result.,"['Understand programming', 'Apply concepts', 'Problem solving']","['computing', 'programming', 'beginner']",2025-07-26 13:35:08.629421,3.8,7641
ka_48,khan_academy,computing,algorithms,intermediate,What is the time complexity of bubble sort?,O(n²),Time complexity describes how the runtime grows with input size.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['computing', 'algorithms', 'intermediate']",2024-12-14 13:35:08.629427,3.8,5478
ka_49,khan_academy,computing,data-structures,beginner,What data structure would be best for implementing a stack?,heap,The choice depends on the required operations and efficiency.,"['Understand data-structures', 'Apply concepts', 'Problem solving']","['computing', 'data-structures', 'beginner']",2025-03-01 13:35:08.629432,4.1,8885
ka_50,khan_academy,computing,programming,beginner,What is the output of this Python code: x = 5; y = 3; print(x + y)?,The output is 20.,The code adds two numbers and prints the result.,"['Understand programming', 'Apply concepts', 'Problem solving']","['computing', 'programming', 'beginner']",2025-07-04 13:35:08.629438,3.6,9874
ka_51,khan_academy,arts-humanities,general,intermediate,Explain the concept of democracy.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand programming', 'Apply concepts', 'Problem solving']","['arts-humanities', 'programming', 'intermediate']",2025-01-10 13:35:08.629443,5.0,1994
ka_52,khan_academy,arts-humanities,general,advanced,Explain the concept of gravity.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand programming', 'Apply concepts', 'Problem solving']","['arts-humanities', 'programming', 'advanced']",2025-10-25 13:35:08.629448,4.6,127
ka_53,khan_academy,science,general,intermediate,Explain the concept of renaissance.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand programming', 'Apply concepts', 'Problem solving']","['science', 'programming', 'intermediate']",2024-12-11 13:35:08.629453,4.9,5243
ka_54,khan_academy,math,calculus,advanced,Find the derivative of f(x) = 5x^3,f'(x) = 12x^2,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'advanced']",2024-11-25 13:35:08.629460,3.9,2185
ka_55,khan_academy,science,general,intermediate,Explain the concept of renaissance.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['science', 'calculus', 'intermediate']",2025-01-05 13:35:08.629466,4.4,6753
ka_56,khan_academy,math,calculus,intermediate,Find the derivative of f(x) = 2x^3,f'(x) = 20x^3,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'intermediate']",2025-06-05 13:35:08.629473,4.2,7344
ka_57,khan_academy,science,general,advanced,Explain the concept of renaissance.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['science', 'calculus', 'advanced']",2024-12-14 13:35:08.629478,3.6,8545
ka_58,khan_academy,computing,algorithms,beginner,What is the time complexity of merge sort?,O(log n),Time complexity describes how the runtime grows with input size.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['computing', 'algorithms', 'beginner']",2025-07-24 13:35:08.629484,4.7,2514
ka_59,khan_academy,math,geometry,beginner,What is the area of a triangle with radius of 3?,The area is 243 square units.,"The area formula depends on the shape. For rectangles, it's length × width.","['Understand geometry', 'Apply concepts', 'Problem solving']","['math', 'geometry', 'beginner']",2025-04-18 13:35:08.629491,4.8,9531
ka_60,khan_academy,science,general,advanced,Explain the concept of renaissance.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['science', 'geometry', 'advanced']",2025-04-26 13:35:08.629496,3.9,190
ka_61,khan_academy,math,geometry,intermediate,What is the area of a rectangle with radius of 17?,The area is 247 square units.,"The area formula depends on the shape. For rectangles, it's length × width.","['Understand geometry', 'Apply concepts', 'Problem solving']","['math', 'geometry', 'intermediate']",2025-10-22 13:35:08.629503,4.3,2088
ka_62,khan_academy,arts-humanities,general,beginner,Explain the concept of renaissance.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['arts-humanities', 'geometry', 'beginner']",2025-04-04 13:35:08.629508,4.4,8370
ka_63,khan_academy,arts-humanities,general,advanced,Explain the concept of renaissance.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['arts-humanities', 'geometry', 'advanced']",2025-03-18 13:35:08.629513,4.2,4150
ka_64,khan_academy,computing,web-development,advanced,What data structure would be best for implementing a priority queue?,linked list,The choice depends on the required operations and efficiency.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['computing', 'web-development', 'advanced']",2025-06-29 13:35:08.629518,4.2,4781
ka_65,khan_academy,science,general,intermediate,Explain the concept of democracy.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['science', 'web-development', 'intermediate']",2025-02-13 13:35:08.629524,3.6,2571
ka_66,khan_academy,science,general,intermediate,Explain the concept of gravity.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['science', 'web-development', 'intermediate']",2025-10-15 13:35:08.629529,4.1,5521
ka_67,khan_academy,arts-humanities,general,intermediate,Explain the concept of photosynthesis.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['arts-humanities', 'web-development', 'intermediate']",2025-04-15 13:35:08.629533,4.1,9669
ka_68,khan_academy,math,statistics,advanced,Find the derivative of f(x) = 4x^2,f'(x) = 9x^2,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand statistics', 'Apply concepts', 'Problem solving']","['math', 'statistics', 'advanced']",2025-04-16 13:35:08.629540,4.3,9047
ka_69,khan_academy,science,general,intermediate,Explain the concept of gravity.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand statistics', 'Apply concepts', 'Problem solving']","['science', 'statistics', 'intermediate']",2025-04-07 13:35:08.629546,4.2,6471
ka_70,khan_academy,computing,web-development,advanced,What data structure would be best for implementing a priority queue?,linked list,The choice depends on the required operations and efficiency.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['computing', 'web-development', 'advanced']",2025-03-22 13:35:08.629551,4.9,8851
ka_71,khan_academy,math,algebra,intermediate,Solve for x: 2x + 7 = 24,x = 13.0,"To solve this equation, isolate x by subtracting the constant term and dividing by the coefficient.","['Understand algebra', 'Apply concepts', 'Problem solving']","['math', 'algebra', 'intermediate']",2025-10-22 13:35:08.629559,3.9,5463
ka_72,khan_academy,science,general,intermediate,Explain the concept of democracy.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand algebra', 'Apply concepts', 'Problem solving']","['science', 'algebra', 'intermediate']",2025-05-06 13:35:08.629563,3.9,7006
ka_73,khan_academy,computing,web-development,beginner,What data structure would be best for implementing a queue?,heap,The choice depends on the required operations and efficiency.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['computing', 'web-development', 'beginner']",2025-02-13 13:35:08.629569,3.6,5833
ka_74,khan_academy,science,general,advanced,Explain the concept of photosynthesis.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['science', 'web-development', 'advanced']",2025-11-01 13:35:08.629574,4.9,3366
ka_75,khan_academy,math,geometry,advanced,What is the area of a rectangle with length of 16?,The area is 352 square units.,"The area formula depends on the shape. For rectangles, it's length × width.","['Understand geometry', 'Apply concepts', 'Problem solving']","['math', 'geometry', 'advanced']",2025-09-19 13:35:08.629580,4.3,3671
ka_76,khan_academy,arts-humanities,general,advanced,Explain the concept of democracy.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['arts-humanities', 'geometry', 'advanced']",2025-08-23 13:35:08.629585,4.4,1976
ka_77,khan_academy,science,general,intermediate,Explain the concept of photosynthesis.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['science', 'geometry', 'intermediate']",2025-06-10 13:35:08.629591,4.4,6249
ka_78,khan_academy,arts-humanities,general,advanced,Explain the concept of gravity.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand geometry', 'Apply concepts', 'Problem solving']","['arts-humanities', 'geometry', 'advanced']",2025-01-17 13:35:08.629596,4.5,4078
ka_79,khan_academy,math,calculus,advanced,Find the derivative of f(x) = 5x^2,f'(x) = 10x^2,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'advanced']",2025-02-17 13:35:08.629603,4.1,6171
ka_80,khan_academy,math,calculus,advanced,Find the derivative of f(x) = 1x^3,f'(x) = 8x^2,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'advanced']",2025-05-15 13:35:08.629610,4.5,7632
ka_81,khan_academy,science,general,intermediate,Explain the concept of gravity.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['science', 'calculus', 'intermediate']",2025-01-05 13:35:08.629616,4.7,8917
ka_82,khan_academy,arts-humanities,general,intermediate,Explain the concept of renaissance.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['arts-humanities', 'calculus', 'intermediate']",2025-06-04 13:35:08.629620,4.8,1519
ka_83,khan_academy,computing,algorithms,intermediate,What is the time complexity of binary search?,O(n log n),Time complexity describes how the runtime grows with input size.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['computing', 'algorithms', 'intermediate']",2025-01-08 13:35:08.629625,4.5,5611
ka_84,khan_academy,math,calculus,intermediate,Find the derivative of f(x) = 2x^3,f'(x) = 6x^2,Apply the power rule: multiply by the exponent and subtract 1 from the exponent.,"['Understand calculus', 'Apply concepts', 'Problem solving']","['math', 'calculus', 'intermediate']",2025-05-26 13:35:08.629632,3.9,9867
ka_85,khan_academy,computing,programming,advanced,What is the output of this Python code: x = 9; y = 4; print(x + y)?,The output is 4.,The code adds two numbers and prints the result.,"['Understand programming', 'Apply concepts', 'Problem solving']","['computing', 'programming', 'advanced']",2025-07-16 13:35:08.629638,4.6,8104
ka_86,khan_academy,science,general,advanced,Explain the concept of renaissance.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand programming', 'Apply concepts', 'Problem solving']","['science', 'programming', 'advanced']",2025-04-01 13:35:08.629643,4.7,1624
ka_87,khan_academy,computing,web-development,beginner,What data structure would be best for implementing a priority queue?,linked list,The choice depends on the required operations and efficiency.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['computing', 'web-development', 'beginner']",2025-06-13 13:35:08.629648,4.5,6146
ka_88,khan_academy,arts-humanities,general,advanced,Explain the concept of democracy.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['arts-humanities', 'web-development', 'advanced']",2025-02-08 13:35:08.629653,4.0,7534
ka_89,khan_academy,computing,data-structures,intermediate,What data structure would be best for implementing a queue?,linked list,The choice depends on the required operations and efficiency.,"['Understand data-structures', 'Apply concepts', 'Problem solving']","['computing', 'data-structures', 'intermediate']",2025-08-10 13:35:08.629658,4.0,8879
ka_90,khan_academy,science,general,beginner,Explain the concept of gravity.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand data-structures', 'Apply concepts', 'Problem solving']","['science', 'data-structures', 'beginner']",2025-06-28 13:35:08.629663,4.6,8695
ka_91,khan_academy,computing,algorithms,beginner,What is the time complexity of binary search?,O(n²),Time complexity describes how the runtime grows with input size.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['computing', 'algorithms', 'beginner']",2025-05-16 13:35:08.629669,3.8,331
ka_92,khan_academy,science,general,intermediate,Explain the concept of photosynthesis.,This concept involves energy conversion.,Understanding this requires examining its key components and historical context.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['science', 'algorithms', 'intermediate']",2025-02-06 13:35:08.629673,3.9,2168
ka_93,khan_academy,arts-humanities,general,beginner,Explain the concept of photosynthesis.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['arts-humanities', 'algorithms', 'beginner']",2025-03-21 13:35:08.629679,4.2,5682
ka_94,khan_academy,science,general,beginner,Explain the concept of democracy.,This concept involves cultural movements.,Understanding this requires examining its key components and historical context.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['science', 'algorithms', 'beginner']",2025-09-19 13:35:08.629684,4.7,6665
ka_95,khan_academy,arts-humanities,general,beginner,Explain the concept of photosynthesis.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand algorithms', 'Apply concepts', 'Problem solving']","['arts-humanities', 'algorithms', 'beginner']",2025-09-01 13:35:08.629689,4.7,5078
ka_96,khan_academy,math,algebra,beginner,Solve for x: 9x + 7 = 39,x = 7.25,"To solve this equation, isolate x by subtracting the constant term and dividing by the coefficient.","['Understand algebra', 'Apply concepts', 'Problem solving']","['math', 'algebra', 'beginner']",2025-02-22 13:35:08.629697,4.1,7353
ka_97,khan_academy,computing,web-development,advanced,What data structure would be best for implementing a stack?,heap,The choice depends on the required operations and efficiency.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['computing', 'web-development', 'advanced']",2025-01-03 13:35:08.629703,3.6,1725
ka_98,khan_academy,science,general,advanced,Explain the concept of gravity.,This concept involves political systems.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['science', 'web-development', 'advanced']",2024-12-13 13:35:08.629707,3.6,4029
ka_99,khan_academy,science,general,advanced,Explain the concept of photosynthesis.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['science', 'web-development', 'advanced']",2025-11-15 13:35:08.629713,4.1,9829
ka_100,khan_academy,arts-humanities,general,intermediate,Explain the concept of photosynthesis.,This concept involves fundamental forces.,Understanding this requires examining its key components and historical context.,"['Understand web-development', 'Apply concepts', 'Problem solving']","['arts-humanities', 'web-development', 'intermediate']",2025-06-22 13:35:08.629717,4.6,7538
ka_101,khan_academy,math,geometry,advanced,What is the area of a triangle with radius of 19?,The area is 348 square units.,"The area formula depends on the shape. For rectangles, it's length × width.","['Understand geometry', 'Apply concepts', 'Problem solving']","['math', 'geometry', 'advanced']",2025-08-07 13:35:08.629724,4.1,9022
